date,year,month,vehicle_type,sales_volume,avg_price,ad_expenditure_k,gdp,unemployment,recession,dayofyear
2028-12-04,2028,12,Hatchback,125,20151.84,4.72,36703.03,8.13,0,339
2028-12-05,2028,12,Truck,163,45469.26,5.76,36920.9,7.96,0,340
2028-12-06,2028,12,SUV,189,37650.64,7.57,36779.02,7.74,0,341
2028-12-07,2028,12,Truck,160,46571.0,5.7,36642.07,7.56,0,342
2028-12-08,2028,12,Hatchback,137,20450.71,4.67,36702.71,8.13,0,343
2028-12-09,2028,12,Hatchback,131,20194.08,5.33,37044.63,7.14,0,344
2028-12-10,2028,12,Truck,153,45727.97,5.47,36731.19,7.11,0,345
2028-12-11,2028,12,Sedan,153,29096.74,5.49,36701.3,8.0,0,346
2028-12-12,2028,12,SUV,196,38233.71,6.83,36708.85,8.22,0,347
2028-12-13,2028,12,Truck,161,43513.78,6.18,36612.37,6.72,0,348
2028-12-14,2028,12,Truck,164,43198.85,5.97,36740.05,7.16,0,349
2028-12-15,2028,12,EV,89,50779.36,3.24,36545.49,7.75,0,350
2028-12-16,2028,12,Truck,164,43309.59,6.99,36547.51,8.04,0,351
2028-12-17,2028,12,Sedan,154,28655.35,6.03,36585.56,8.34,0,352
2028-12-18,2028,12,Truck,159,44977.55,5.71,36889.18,7.28,0,353
2028-12-19,2028,12,SUV,188,38572.69,7.52,36799.44,7.45,0,354
2028-12-20,2028,12,EV,93,47628.26,2.86,36559.86,6.78,0,355
2028-12-21,2028,12,SUV,196,37094.79,6.97,36933.31,7.61,0,356
2028-12-22,2028,12,Hatchback,139,20278.15,4.76,36910.66,8.97,0,357
2028-12-23,2028,12,SUV,197,37660.32,8.39,36722.64,7.29,0,358
2028-12-24,2028,12,SUV,205,37968.94,7.13,36296.77,8.09,0,359
2028-12-25,2028,12,Sedan,155,28517.01,5.59,36710.02,7.63,0,360
2028-12-26,2028,12,Truck,163,45295.69,6.1,36807.22,7.3,0,361
2028-12-27,2028,12,Truck,165,44311.18,7.3,36817.74,7.84,0,362
2028-12-28,2028,12,Sedan,155,28235.7,5.37,36918.66,7.24,0,363
2028-12-29,2028,12,Hatchback,133,20938.05,4.63,36956.87,7.94,0,364
2028-12-30,2028,12,Hatchback,153,20717.63,4.89,36476.72,8.09,0,365
2028-12-31,2028,12,SUV,208,38670.36,6.42,36680.35,6.94,0,366
2029-01-01,2029,1,Sedan,159,29089.32,5.63,37470.62,7.71,0,1
2029-01-02,2029,1,Truck,188,44995.02,6.23,37682.96,7.11,0,2
2029-01-03,2029,1,Hatchback,144,21247.88,5.21,37052.44,7.49,0,3
2029-01-04,2029,1,SUV,219,37893.12,6.45,37415.62,7.67,0,4
2029-01-05,2029,1,Hatchback,142,20397.33,6.07,37326.85,7.37,0,5
2029-01-06,2029,1,Sedan,163,27856.93,5.36,37387.98,7.92,0,6
2029-01-07,2029,1,SUV,208,39171.13,7.79,37184.83,7.31,0,7
2029-01-08,2029,1,Sedan,162,28526.22,5.48,37113.7,8.21,0,8
2029-01-09,2029,1,Sedan,162,29042.68,4.89,37470.49,8.38,0,9
2029-01-10,2029,1,Hatchback,145,20624.53,5.36,37736.19,7.63,0,10
2029-01-11,2029,1,Truck,180,45039.42,6.92,37348.38,7.97,0,11
2029-01-12,2029,1,SUV,208,40100.64,7.82,37394.41,8.17,0,12
2029-01-13,2029,1,Sedan,162,28438.03,5.08,37222.11,6.76,0,13
2029-01-14,2029,1,Hatchback,150,19906.45,4.93,37430.52,7.58,0,14
2029-01-15,2029,1,Truck,186,46011.0,6.38,37129.34,8.28,0,15
2029-01-16,2029,1,Hatchback,143,20834.55,4.81,37725.74,8.25,0,16
2029-01-17,2029,1,Truck,183,44521.49,5.05,37277.08,7.04,0,17
2029-01-18,2029,1,SUV,226,38760.92,7.48,37199.37,7.43,0,18
2029-01-19,2029,1,Hatchback,154,20342.48,5.45,37428.1,8.73,0,19
2029-01-20,2029,1,Sedan,168,28445.65,4.84,37801.0,7.21,0,20
2029-01-21,2029,1,SUV,230,38171.73,7.38,37451.16,8.12,0,21
2029-01-22,2029,1,SUV,219,39134.04,7.55,37213.78,6.55,0,22
2029-01-23,2029,1,SUV,226,39034.21,8.09,37575.22,8.35,0,23
2029-01-24,2029,1,Truck,192,44039.68,6.98,37358.09,7.4,0,24
2029-01-25,2029,1,Truck,185,44482.67,5.67,37268.44,8.67,0,25
2029-01-26,2029,1,Sedan,169,28352.57,5.97,37018.75,7.76,0,26
2029-01-27,2029,1,Sedan,171,27729.62,5.4,37372.68,7.06,0,27
2029-01-28,2029,1,SUV,236,39413.06,6.9,37442.95,7.1,0,28
2029-01-29,2029,1,Sedan,167,28548.3,6.44,37580.69,8.61,0,29
2029-01-30,2029,1,Hatchback,162,20259.22,5.11,37305.17,8.12,0,30
2029-01-31,2029,1,Truck,184,45165.76,7.13,37195.37,8.28,0,31
2029-02-01,2029,2,EV,108,49421.63,3.22,37402.92,8.08,0,32
2029-02-02,2029,2,Hatchback,173,20742.18,5.65,37115.9,7.5,0,33
2029-02-03,2029,2,Truck,189,44661.44,5.05,37144.25,7.58,0,34
2029-02-04,2029,2,SUV,226,38907.24,7.41,37299.11,8.24,0,35
2029-02-05,2029,2,Sedan,180,28512.14,5.39,37663.71,8.27,0,36
2029-02-06,2029,2,SUV,229,38393.05,8.91,37348.96,8.3,0,37
2029-02-07,2029,2,Hatchback,174,19920.94,5.7,37297.65,7.36,0,38
2029-02-08,2029,2,Hatchback,165,21232.22,4.84,37029.4,8.14,0,39
2029-02-09,2029,2,Sedan,167,27452.28,5.32,37539.4,7.91,0,40
2029-02-10,2029,2,SUV,238,38699.97,7.0,37457.06,7.37,0,41
2029-02-11,2029,2,SUV,237,39254.01,7.02,37499.8,8.03,0,42
2029-02-12,2029,2,EV,94,48472.65,3.26,37655.07,7.93,0,43
2029-02-13,2029,2,SUV,243,39765.08,6.43,37646.6,7.75,0,44
2029-02-14,2029,2,Hatchback,159,20381.79,5.02,37383.41,8.32,0,45
2029-02-15,2029,2,Hatchback,171,20105.11,5.28,37588.36,7.89,0,46
2029-02-16,2029,2,Sedan,170,28463.56,5.16,37200.46,8.77,0,47
2029-02-17,2029,2,Hatchback,162,20810.36,5.25,37627.58,7.36,0,48
2029-02-18,2029,2,Truck,200,43480.13,7.05,37423.19,7.23,0,49
2029-02-19,2029,2,SUV,242,38141.58,7.83,36934.9,7.91,0,50
2029-02-20,2029,2,Truck,204,43992.53,6.31,37264.65,8.82,0,51
2029-02-21,2029,2,Sedan,179,28675.96,4.5,37411.94,8.26,0,52
2029-02-22,2029,2,Sedan,178,28133.55,4.45,37341.82,8.26,0,53
2029-02-23,2029,2,Truck,201,43811.48,7.19,37626.26,7.45,0,54
2029-02-24,2029,2,Truck,193,45404.63,6.71,36977.95,8.3,0,55
2029-02-25,2029,2,EV,109,46520.87,3.35,37443.98,7.39,0,56
2029-02-26,2029,2,Hatchback,177,20475.1,4.58,37743.36,7.59,0,57
2029-02-27,2029,2,Truck,204,46179.69,5.3,37429.02,7.85,0,58
2029-02-28,2029,2,Truck,200,46769.03,6.54,37226.97,6.76,0,59
2029-03-01,2029,3,Truck,207,45205.81,6.11,37457.18,6.86,0,60
2029-03-02,2029,3,Hatchback,165,20617.09,5.3,37432.99,7.92,0,61
2029-03-03,2029,3,SUV,247,38476.05,7.39,37422.85,7.93,0,62
2029-03-04,2029,3,Truck,207,45895.57,6.5,37434.67,7.81,0,63
2029-03-05,2029,3,SUV,235,37223.79,6.93,37387.35,7.0,0,64
2029-03-06,2029,3,SUV,250,38866.75,7.15,37294.92,7.89,0,65
2029-03-07,2029,3,SUV,226,39922.6,7.84,37180.15,6.98,0,66
2029-03-08,2029,3,Hatchback,169,20976.93,4.78,37630.99,7.59,0,67
2029-03-09,2029,3,SUV,248,38031.09,6.88,37530.85,7.88,0,68
2029-03-10,2029,3,Sedan,184,28345.95,5.14,37264.24,8.2,0,69
2029-03-11,2029,3,Truck,199,45433.61,5.5,37289.16,8.66,0,70
2029-03-12,2029,3,SUV,246,40646.81,7.29,37504.95,7.86,0,71
2029-03-13,2029,3,Hatchback,168,20566.24,4.5,37566.62,6.8,0,72
2029-03-14,2029,3,Sedan,187,27791.87,5.84,37195.65,7.5,0,73
2029-03-15,2029,3,Sedan,185,28991.59,5.48,37338.18,7.01,0,74
2029-03-16,2029,3,Sedan,189,28690.21,5.24,37204.93,7.86,0,75
2029-03-17,2029,3,Hatchback,168,20214.34,5.34,37698.01,7.62,0,76
2029-03-18,2029,3,Sedan,198,28571.01,5.49,37291.15,8.3,0,77
2029-03-19,2029,3,Truck,208,45253.89,5.56,37495.02,8.07,0,78
2029-03-20,2029,3,Sedan,181,28620.91,5.55,37756.72,6.91,0,79
2029-03-21,2029,3,Sedan,192,27163.5,5.68,37374.89,7.75,0,80
2029-03-22,2029,3,Sedan,194,28078.72,5.95,36996.67,7.65,0,81
2029-03-23,2029,3,Sedan,196,28408.37,5.31,37469.45,7.56,0,82
2029-03-24,2029,3,Hatchback,172,21269.78,5.22,37762.57,7.51,0,83
2029-03-25,2029,3,Truck,209,45801.99,5.98,37423.82,8.06,0,84
2029-03-26,2029,3,Hatchback,177,20785.25,5.22,37355.64,7.38,0,85
2029-03-27,2029,3,Sedan,182,28617.86,5.98,37523.99,7.39,0,86
2029-03-28,2029,3,Sedan,182,27932.37,4.79,37589.67,7.02,0,87
2029-03-29,2029,3,SUV,254,38183.52,6.39,37501.45,7.86,0,88
2029-03-30,2029,3,EV,106,50175.05,3.76,37347.91,7.95,0,89
2029-03-31,2029,3,Sedan,196,28328.45,6.21,37254.06,8.09,0,90
2029-04-01,2029,4,Hatchback,160,20892.74,6.41,37464.09,7.6,0,91
2029-04-02,2029,4,SUV,250,37334.01,7.82,37710.94,7.76,0,92
2029-04-03,2029,4,Sedan,189,28287.74,5.62,37408.99,7.72,0,93
2029-04-04,2029,4,SUV,232,37672.45,7.49,37611.5,7.98,0,94
2029-04-05,2029,4,Sedan,181,28342.12,5.97,37598.9,7.88,0,95
2029-04-06,2029,4,Hatchback,170,20629.35,4.75,37302.65,6.94,0,96
2029-04-07,2029,4,Sedan,194,27987.13,5.83,37557.47,6.83,0,97
2029-04-08,2029,4,Hatchback,186,20682.1,5.07,37878.7,7.15,0,98
2029-04-09,2029,4,Sedan,189,29031.42,5.52,37237.28,8.34,0,99
2029-04-10,2029,4,EV,114,49931.58,3.8,37447.94,7.94,0,100
2029-04-11,2029,4,Sedan,194,28068.7,5.3,37215.93,7.16,0,101
2029-04-12,2029,4,Truck,215,45395.15,6.0,37609.73,7.76,0,102
2029-04-13,2029,4,Truck,214,45371.53,6.5,37439.83,7.96,0,103
2029-04-14,2029,4,EV,112,49770.56,3.69,37374.09,7.6,0,104
2029-04-15,2029,4,SUV,256,38479.74,7.6,37365.02,8.0,0,105
2029-04-16,2029,4,Hatchback,169,20791.65,4.81,37349.67,7.84,0,106
2029-04-17,2029,4,SUV,263,38491.9,7.22,37428.88,6.72,0,107
2029-04-18,2029,4,Sedan,188,27864.73,6.45,37174.84,7.19,0,108
2029-04-19,2029,4,SUV,249,38349.86,7.87,37448.75,8.62,0,109
2029-04-20,2029,4,Sedan,177,29318.99,5.76,37378.95,7.5,0,110
2029-04-21,2029,4,EV,112,47613.69,3.49,37571.07,8.17,0,111
2029-04-22,2029,4,Sedan,184,28378.1,4.95,37532.8,7.55,0,112
2029-04-23,2029,4,Hatchback,168,20852.2,5.09,37781.26,7.51,0,113
2029-04-24,2029,4,Hatchback,171,20842.08,4.17,37195.22,7.21,0,114
2029-04-25,2029,4,SUV,235,40403.19,6.52,37077.24,7.95,0,115
2029-04-26,2029,4,Hatchback,177,20623.16,3.82,37314.52,7.48,0,116
2029-04-27,2029,4,Sedan,178,28295.11,5.47,37123.91,8.0,0,117
2029-04-28,2029,4,Hatchback,177,21096.71,5.04,37190.71,7.84,0,118
2029-04-29,2029,4,Sedan,179,28335.68,5.95,37331.88,8.67,0,119
2029-04-30,2029,4,Truck,207,44627.87,7.35,37332.75,7.88,0,120
2029-05-01,2029,5,Hatchback,163,19933.76,5.37,37190.53,7.71,0,121
2029-05-02,2029,5,EV,103,49229.55,2.62,37410.81,7.75,0,122
2029-05-03,2029,5,Sedan,179,28166.24,5.29,37784.98,7.64,0,123
2029-05-04,2029,5,Sedan,182,28620.48,5.71,37489.96,8.0,0,124
2029-05-05,2029,5,Sedan,179,28484.52,5.16,37421.29,7.65,0,125
2029-05-06,2029,5,Sedan,185,27427.41,5.64,37530.08,7.82,0,126
2029-05-07,2029,5,Sedan,177,28483.42,5.94,37661.73,8.08,0,127
2029-05-08,2029,5,Hatchback,159,20386.69,5.1,37264.0,7.23,0,128
2029-05-09,2029,5,Sedan,184,27642.14,5.38,37254.42,7.27,0,129
2029-05-10,2029,5,SUV,244,37789.08,7.19,37377.28,7.47,0,130
2029-05-11,2029,5,Truck,201,44216.3,5.26,37619.75,7.8,0,131
2029-05-12,2029,5,Hatchback,158,20382.39,5.69,37351.69,7.97,0,132
2029-05-13,2029,5,SUV,243,38857.42,7.98,37508.28,7.42,0,133
2029-05-14,2029,5,SUV,235,38256.14,6.38,37671.91,6.67,0,134
2029-05-15,2029,5,SUV,236,39120.4,6.73,37066.64,8.27,0,135
2029-05-16,2029,5,Sedan,172,28453.75,6.08,37525.27,8.01,0,136
2029-05-17,2029,5,Hatchback,169,20826.04,4.78,37354.17,7.75,0,137
2029-05-18,2029,5,SUV,243,38633.03,6.33,37375.88,7.28,0,138
2029-05-19,2029,5,Truck,208,45723.23,6.36,37589.14,7.82,0,139
2029-05-20,2029,5,Hatchback,159,20133.68,4.88,37758.78,8.07,0,140
2029-05-21,2029,5,Hatchback,167,20388.43,5.12,37339.41,7.6,0,141
2029-05-22,2029,5,SUV,236,38543.09,6.55,37766.45,7.75,0,142
2029-05-23,2029,5,Sedan,169,29510.1,6.86,37467.33,7.39,0,143
2029-05-24,2029,5,Hatchback,160,20876.78,5.12,37393.51,7.66,0,144
2029-05-25,2029,5,SUV,233,38550.78,8.62,37829.76,7.51,0,145
2029-05-26,2029,5,Sedan,175,28015.76,5.97,37636.89,8.34,0,146
2029-05-27,2029,5,Sedan,174,27249.85,5.14,37213.61,7.15,0,147
2029-05-28,2029,5,Sedan,172,28365.97,6.25,37633.1,7.14,0,148
2029-05-29,2029,5,Hatchback,157,20701.06,5.6,37302.74,7.21,0,149
2029-05-30,2029,5,Sedan,180,29518.15,5.16,37426.32,7.84,0,150
2029-05-31,2029,5,SUV,213,38951.16,6.88,37119.73,8.04,0,151
2029-06-01,2029,6,SUV,226,37852.25,5.93,37280.4,7.72,0,152
2029-06-02,2029,6,Hatchback,149,20486.42,4.97,37682.94,7.78,0,153
2029-06-03,2029,6,Truck,175,42934.45,6.26,37189.53,7.95,0,154
2029-06-04,2029,6,Truck,198,44944.93,7.17,37307.81,7.25,0,155
2029-06-05,2029,6,SUV,229,36698.96,7.94,37075.02,6.67,0,156
2029-06-06,2029,6,Sedan,166,28615.97,5.7,37461.7,8.31,0,157
2029-06-07,2029,6,SUV,222,37407.93,7.84,37299.76,7.56,0,158
2029-06-08,2029,6,Hatchback,151,20487.57,3.88,37648.04,7.37,0,159
2029-06-09,2029,6,Hatchback,150,20856.49,4.71,37613.18,8.64,0,160
2029-06-10,2029,6,Hatchback,161,20402.0,4.65,37326.05,7.27,0,161
2029-06-11,2029,6,Sedan,170,28370.73,5.33,37490.23,7.83,0,162
2029-06-12,2029,6,Hatchback,149,20578.33,5.28,37244.38,7.47,0,163
2029-06-13,2029,6,Sedan,155,28245.92,5.26,37007.51,7.96,0,164
2029-06-14,2029,6,Hatchback,141,20790.41,5.36,36912.54,8.04,0,165
2029-06-15,2029,6,SUV,215,37833.22,7.04,37381.76,8.83,0,166
2029-06-16,2029,6,Hatchback,152,21127.93,5.39,37109.2,8.03,0,167
2029-06-17,2029,6,Sedan,164,27793.05,5.42,37397.93,8.27,0,168
2029-06-18,2029,6,SUV,198,38851.55,7.05,37422.08,7.47,0,169
2029-06-19,2029,6,Hatchback,145,21505.92,5.16,37491.46,7.17,0,170
2029-06-20,2029,6,Sedan,163,28181.18,5.65,37244.11,7.03,0,171
2029-06-21,2029,6,Hatchback,150,21015.59,4.53,37368.29,7.51,0,172
2029-06-22,2029,6,Hatchback,148,21313.64,4.86,37424.23,7.57,0,173
2029-06-23,2029,6,Hatchback,145,20212.5,5.11,37444.63,8.27,0,174
2029-06-24,2029,6,SUV,211,39100.66,7.85,37368.32,6.41,0,175
2029-06-25,2029,6,SUV,209,40020.07,8.1,37312.24,7.54,0,176
2029-06-26,2029,6,Hatchback,150,19613.92,4.97,37389.22,7.12,0,177
2029-06-27,2029,6,SUV,207,38531.53,7.82,37752.11,8.17,0,178
2029-06-28,2029,6,Hatchback,146,20968.72,4.64,37290.61,7.08,0,179
2029-06-29,2029,6,SUV,205,38908.92,7.53,37374.71,8.64,0,180
2029-06-30,2029,6,Sedan,168,28364.01,5.38,37177.05,7.5,0,181
2029-07-01,2029,7,Sedan,150,27086.85,5.46,37566.48,7.31,0,182
2029-07-02,2029,7,Sedan,166,27899.18,4.72,37419.51,6.69,0,183
2029-07-03,2029,7,SUV,201,37618.39,6.78,37404.95,7.09,0,184
2029-07-04,2029,7,Hatchback,147,20222.79,4.85,37375.1,7.87,0,185
2029-07-05,2029,7,Hatchback,137,20203.78,5.36,37284.22,7.31,0,186
2029-07-06,2029,7,Sedan,161,27799.72,5.39,37206.05,7.11,0,187
2029-07-07,2029,7,EV,90,48414.79,3.48,37530.25,7.35,0,188
2029-07-08,2029,7,SUV,198,37934.17,7.26,37023.98,7.22,0,189
2029-07-09,2029,7,Truck,160,44169.5,5.07,37341.66,7.51,0,190
2029-07-10,2029,7,Hatchback,139,20807.47,4.55,37412.34,7.57,0,191
2029-07-11,2029,7,Hatchback,136,20308.82,4.83,37304.77,7.85,0,192
2029-07-12,2029,7,Sedan,154,28075.04,6.78,37035.85,6.89,0,193
2029-07-13,2029,7,Sedan,163,29204.52,5.67,37313.79,7.56,0,194
2029-07-14,2029,7,Sedan,156,28684.59,4.39,37164.69,7.84,0,195
2029-07-15,2029,7,Hatchback,124,21000.88,5.08,37709.72,8.19,0,196
2029-07-16,2029,7,SUV,193,38087.36,6.0,37639.1,7.6,0,197
2029-07-17,2029,7,Hatchback,142,20754.77,5.24,37363.27,7.58,0,198
2029-07-18,2029,7,SUV,200,39090.76,7.16,37317.85,7.64,0,199
2029-07-19,2029,7,Truck,156,44935.36,6.05,37545.44,7.14,0,200
2029-07-20,2029,7,Sedan,149,27823.0,5.25,37551.88,7.67,0,201
2029-07-21,2029,7,Sedan,140,28430.49,4.62,37224.42,7.64,0,202
2029-07-22,2029,7,SUV,197,38002.34,6.83,37576.73,8.22,0,203
2029-07-23,2029,7,SUV,187,39086.92,5.67,37397.3,7.69,0,204
2029-07-24,2029,7,SUV,189,39545.11,6.45,37254.4,8.03,0,205
2029-07-25,2029,7,Hatchback,122,21535.06,5.04,37343.22,6.84,0,206
2029-07-26,2029,7,Sedan,136,27719.64,5.53,37654.88,7.45,0,207
2029-07-27,2029,7,SUV,188,39748.66,7.76,37694.07,6.55,0,208
2029-07-28,2029,7,Truck,165,45556.62,5.96,37155.0,7.33,0,209
2029-07-29,2029,7,Sedan,151,28022.28,4.65,37493.18,7.3,0,210
2029-07-30,2029,7,Truck,163,45869.46,6.84,37428.75,8.06,0,211
2029-07-31,2029,7,EV,91,48983.91,3.07,37278.26,7.63,0,212
2029-08-01,2029,8,Sedan,136,28769.37,5.45,37244.85,8.09,0,213
2029-08-02,2029,8,Sedan,134,29061.66,5.96,37331.97,8.65,0,214
2029-08-03,2029,8,SUV,183,37476.74,6.42,37605.8,8.41,0,215
2029-08-04,2029,8,Hatchback,132,21180.37,4.61,37324.36,7.01,0,216
2029-08-05,2029,8,Hatchback,125,20656.64,4.97,37599.47,7.78,0,217
2029-08-06,2029,8,Hatchback,130,20758.43,5.41,37560.41,7.14,0,218
2029-08-07,2029,8,Hatchback,135,20247.55,4.92,37452.17,7.99,0,219
2029-08-08,2029,8,Sedan,146,29423.42,5.56,37368.21,6.97,0,220
2029-08-09,2029,8,Truck,159,44639.23,6.2,37397.96,7.79,0,221
2029-08-10,2029,8,Hatchback,123,20012.99,4.75,37461.6,7.35,0,222
2029-08-11,2029,8,Hatchback,131,20163.38,4.04,37641.18,8.75,0,223
2029-08-12,2029,8,Truck,153,44567.18,6.38,37396.92,8.12,0,224
2029-08-13,2029,8,Hatchback,115,20295.66,5.42,37171.0,8.01,0,225
2029-08-14,2029,8,Sedan,132,28862.27,5.06,37099.81,7.74,0,226
2029-08-15,2029,8,SUV,169,38970.96,7.36,37423.37,7.95,0,227
2029-08-16,2029,8,SUV,164,38914.82,7.89,37447.98,8.28,0,228
2029-08-17,2029,8,Sedan,130,28169.03,5.45,37044.99,7.69,0,229
2029-08-18,2029,8,EV,80,48266.28,3.39,37517.84,7.77,0,230
2029-08-19,2029,8,Sedan,135,28388.68,5.87,37724.26,8.45,0,231
2029-08-20,2029,8,Hatchback,110,20858.96,4.96,37387.97,7.89,0,232
2029-08-21,2029,8,SUV,167,37816.21,6.38,37533.33,8.64,0,233
2029-08-22,2029,8,Sedan,138,27303.6,5.22,37436.66,6.42,0,234
2029-08-23,2029,8,Truck,152,45180.41,6.32,37081.79,8.92,0,235
2029-08-24,2029,8,Truck,146,44146.76,6.17,37084.81,7.77,0,236
2029-08-25,2029,8,SUV,183,38270.01,6.95,37508.28,8.29,0,237
2029-08-26,2029,8,Sedan,144,27850.45,5.91,37123.32,7.47,0,238
2029-08-27,2029,8,Sedan,123,28517.34,5.12,37457.32,7.1,0,239
2029-08-28,2029,8,SUV,172,38474.22,6.22,37603.8,7.77,0,240
2029-08-29,2029,8,Sedan,131,28763.53,5.52,37300.8,8.39,0,241
2029-08-30,2029,8,SUV,174,37179.21,7.92,37489.52,8.32,0,242
2029-08-31,2029,8,EV,74,50603.26,3.62,37114.28,7.71,0,243
2029-09-01,2029,9,Hatchback,123,20413.03,4.62,37412.87,8.21,0,244
2029-09-02,2029,9,Truck,132,44783.76,6.32,37534.37,7.19,0,245
2029-09-03,2029,9,Hatchback,117,20943.63,4.88,37567.68,7.73,0,246
2029-09-04,2029,9,SUV,170,38150.44,6.95,37523.32,8.96,0,247
2029-09-05,2029,9,Truck,153,45055.51,5.73,36959.26,7.4,0,248
2029-09-06,2029,9,SUV,164,38547.73,6.21,37509.33,7.86,0,249
2029-09-07,2029,9,Truck,141,44470.38,6.41,37375.02,8.52,0,250
2029-09-08,2029,9,Sedan,131,29412.84,4.8,37188.14,8.51,0,251
2029-09-09,2029,9,Sedan,129,28620.12,4.91,37776.12,8.8,0,252
2029-09-10,2029,9,Truck,131,45763.91,5.98,37291.34,7.98,0,253
2029-09-11,2029,9,Hatchback,123,19924.13,4.45,37249.2,8.9,0,254
2029-09-12,2029,9,Truck,149,45074.01,6.32,37634.93,7.57,0,255
2029-09-13,2029,9,Truck,141,43889.99,4.97,37261.81,7.51,0,256
2029-09-14,2029,9,Sedan,131,27590.44,5.51,37290.81,7.58,0,257
2029-09-15,2029,9,SUV,170,38343.92,8.35,37139.99,7.26,0,258
2029-09-16,2029,9,SUV,161,37678.63,7.2,37135.09,7.22,0,259
2029-09-17,2029,9,Hatchback,118,20560.76,5.01,37170.06,7.18,0,260
2029-09-18,2029,9,Hatchback,101,20955.77,4.67,37430.19,7.81,0,261
2029-09-19,2029,9,Sedan,135,28724.57,5.37,37559.36,7.85,0,262
2029-09-20,2029,9,Hatchback,100,20547.15,4.66,37375.4,6.49,0,263
2029-09-21,2029,9,Hatchback,118,21142.07,4.96,37440.22,7.18,0,264
2029-09-22,2029,9,Sedan,121,28381.25,4.6,37588.02,7.72,0,265
2029-09-23,2029,9,Truck,134,45833.07,5.63,37447.24,7.62,0,266
2029-09-24,2029,9,Hatchback,108,21177.15,4.45,37227.68,8.37,0,267
2029-09-25,2029,9,Truck,140,46517.23,6.95,37290.22,8.28,0,268
2029-09-26,2029,9,SUV,151,38734.44,7.09,37529.51,7.97,0,269
2029-09-27,2029,9,Sedan,134,29494.12,5.98,37395.65,7.6,0,270
2029-09-28,2029,9,SUV,162,39414.9,7.89,37273.12,7.62,0,271
2029-09-29,2029,9,Sedan,117,28401.86,4.89,37294.42,7.12,0,272
2029-09-30,2029,9,EV,70,47478.84,3.34,37595.19,8.41,0,273
2029-10-01,2029,10,Sedan,124,28471.58,5.82,37751.91,8.01,0,274
2029-10-02,2029,10,Hatchback,104,20904.12,5.15,37241.07,7.79,0,275
2029-10-03,2029,10,SUV,159,37662.81,8.01,37820.16,7.84,0,276
2029-10-04,2029,10,SUV,168,38914.32,6.37,37682.59,7.93,0,277
2029-10-05,2029,10,Sedan,132,28927.76,6.18,37490.88,7.27,0,278
2029-10-06,2029,10,Hatchback,116,20278.86,5.67,37369.97,7.81,0,279
2029-10-07,2029,10,Hatchback,110,21024.16,5.96,37107.96,7.71,0,280
2029-10-08,2029,10,Sedan,110,28446.55,5.59,37727.58,7.59,0,281
2029-10-09,2029,10,Truck,148,44689.08,6.17,37425.8,7.8,0,282
2029-10-10,2029,10,SUV,159,39578.89,7.9,37234.26,7.63,0,283
2029-10-11,2029,10,SUV,170,38845.67,7.98,37384.41,8.47,0,284
2029-10-12,2029,10,SUV,178,38990.48,6.48,37365.73,7.79,0,285
2029-10-13,2029,10,Sedan,130,28803.7,5.29,37601.78,7.91,0,286
2029-10-14,2029,10,Truck,141,45074.31,5.82,37573.77,7.02,0,287
2029-10-15,2029,10,SUV,166,38845.19,8.02,37565.99,8.17,0,288
2029-10-16,2029,10,Sedan,128,28422.83,4.81,37366.91,7.43,0,289
2029-10-17,2029,10,SUV,158,38953.8,8.05,37155.29,8.24,0,290
2029-10-18,2029,10,Hatchback,103,21455.81,4.94,37253.04,7.66,0,291
2029-10-19,2029,10,SUV,170,39003.64,7.42,37509.8,8.22,0,292
2029-10-20,2029,10,Hatchback,125,20773.25,4.36,37588.97,8.38,0,293
2029-10-21,2029,10,Sedan,128,28150.41,5.53,37228.65,8.77,0,294
2029-10-22,2029,10,Sedan,133,28917.73,5.56,37159.84,8.09,0,295
2029-10-23,2029,10,Truck,151,44638.34,6.56,37584.79,8.27,0,296
2029-10-24,2029,10,Sedan,128,26888.24,5.53,37287.2,6.6,0,297
2029-10-25,2029,10,Truck,152,43539.63,6.28,37772.13,8.3,0,298
2029-10-26,2029,10,Sedan,131,28071.07,5.02,37403.62,8.09,0,299
2029-10-27,2029,10,Truck,142,44983.85,6.68,37502.14,7.9,0,300
2029-10-28,2029,10,SUV,165,37821.6,6.56,37104.18,8.56,0,301
2029-10-29,2029,10,Hatchback,124,20319.8,4.79,37643.7,8.0,0,302
2029-10-30,2029,10,Sedan,142,28654.48,5.66,37672.39,8.24,0,303
2029-10-31,2029,10,Sedan,137,28971.26,5.33,37286.52,7.53,0,304
2029-11-01,2029,11,Sedan,139,28914.99,6.59,37479.42,7.54,0,305
2029-11-02,2029,11,Sedan,133,27863.65,6.24,37656.37,7.54,0,306
2029-11-03,2029,11,SUV,169,38625.96,6.57,37095.23,6.97,0,307
2029-11-04,2029,11,SUV,162,38864.33,6.58,37244.5,7.07,0,308
2029-11-05,2029,11,Hatchback,110,20607.08,5.47,37700.45,7.73,0,309
2029-11-06,2029,11,Hatchback,123,20874.61,4.52,37486.96,7.29,0,310
2029-11-07,2029,11,Hatchback,116,21308.26,5.37,37254.05,7.17,0,311
2029-11-08,2029,11,Hatchback,117,20730.08,5.27,37297.25,7.87,0,312
2029-11-09,2029,11,SUV,179,39922.76,7.8,37652.78,7.69,0,313
2029-11-10,2029,11,SUV,170,38597.65,7.01,37397.94,7.61,0,314
